example_id,session_index,attempts,orig_input,orig_output,orig_total,no_reason_input,no_reason_output,no_reason_total,output_only_no_reason_input,output_only_no_reason_output,output_only_no_reason_total,reasoning_output_delta,reasoning_verifier_input_delta,reasoning_generation_input_delta,stored_full,stored_no_reason,implicit_only
dev_0107,5,1,4853,189,5042,4659,83,4742,4853,83,4936,106,106,88,140,34,26
dev_0107,6,1,5170,172,5342,4977,85,5062,5170,85,5255,87,87,106,122,35,27
dev_0107,7,1,6035,185,6220,5854,91,5945,6035,91,6126,94,94,87,131,37,29
dev_0107,8,1,6698,173,6871,6516,85,6601,6698,85,6783,88,88,94,125,37,29
dev_0103,1,1,1451,118,1569,1374,41,1415,1451,41,1492,77,77,0,108,31,23
dev_0103,2,1,2003,165,2168,1832,71,1903,2003,71,2074,94,94,77,127,33,25
dev_0103,3,1,2759,147,2906,2591,73,2664,2759,73,2832,74,74,94,106,32,24
dev_0103,4,1,3425,164,3589,3264,77,3341,3425,77,3502,87,87,74,123,36,28
dev_0103,5,1,4065,180,4245,3901,103,4004,4065,103,4168,77,77,87,112,35,27
dev_0103,6,1,4635,157,4792,4479,78,4557,4635,78,4713,79,79,77,109,30,22
dev_0103,7,1,5601,178,5779,5434,90,5524,5601,90,5691,88,88,79,120,32,24
dev_0103,8,1,6462,184,6646,6272,82,6354,6462,82,6544,102,102,88,134,32,24
dev_0103,9,1,7166,174,7340,6973,83,7056,7166,83,7249,91,91,102,122,31,23
dev_0117,1,1,1266,174,1440,1192,100,1292,1266,100,1366,74,74,0,111,37,29
dev_0117,2,1,1966,121,2087,1815,44,1859,1966,44,2010,77,77,74,111,34,26
dev_0117,3,1,2573,177,2750,2398,79,2477,2573,79,2652,98,98,77,134,36,28
dev_0117,4,1,3462,161,3623,3277,74,3351,3462,74,3536,87,87,98,118,31,23
dev_0117,5,1,4126,195,4321,3934,90,4024,4126,90,4216,105,105,87,136,31,23
dev_0117,6,1,5166,193,5359,4959,91,5050,5166,91,5257,102,102,105,136,34,26
dev_0117,7,1,5824,194,6018,5626,98,5724,5824,98,5922,96,96,102,136,40,32
dev_0116,1,2,1925,270,2195,1696,116,1812,1925,116,2041,154,154,75,100,21,13
dev_0116,2,1,1141,109,1250,988,35,1023,1141,35,1176,74,74,79,99,25,17
dev_0116,3,1,1610,147,1757,1433,44,1477,1610,44,1654,103,103,74,137,34,26
dev_0116,4,1,2165,186,2351,1964,88,2052,2165,88,2253,98,98,103,132,34,26
dev_0116,5,1,2597,186,2783,2390,77,2467,2597,77,2674,109,109,98,143,34,26
dev_0116,6,1,3614,175,3789,3404,74,3478,3614,74,3688,101,101,109,137,36,28
dev_0116,7,1,4504,188,4692,4298,83,4381,4504,83,4587,105,105,101,141,36,28
dev_0097,1,3,3870,523,4393,3422,267,3689,3870,267,4137,256,256,192,78,14,6
dev_0097,2,1,1821,168,1989,1656,67,1723,1821,67,1888,101,101,64,119,18,10
dev_0097,3,1,2192,131,2323,1997,37,2034,2192,37,2229,94,94,101,121,27,19
dev_0097,4,1,2684,203,2887,2479,92,2571,2684,92,2776,111,111,94,143,32,24
dev_0097,5,1,3619,173,3792,3415,80,3495,3619,80,3699,93,93,111,136,43,35
dev_0097,6,1,4166,185,4351,3982,94,4076,4166,94,4260,91,91,93,138,47,39
dev_0097,7,1,4663,181,4844,4486,95,4581,4663,95,4758,86,86,91,125,39,31
dev_0097,8,1,5642,199,5841,5461,104,5565,5642,104,5746,95,95,86,135,40,32
dev_0097,9,1,6236,192,6428,6045,96,6141,6236,96,6332,96,96,95,141,45,37
dev_0097,10,1,6537,211,6748,6331,101,6432,6537,101,6638,110,110,96,154,44,36
dev_0120,1,1,1453,120,1573,1375,42,1417,1453,42,1495,78,78,0,110,32,24
dev_0120,2,1,2370,169,2539,2198,75,2273,2370,75,2445,94,94,78,128,34,26
dev_0120,3,1,2849,179,3028,2663,87,2750,2849,87,2936,92,92,94,127,35,27
dev_0120,4,1,3748,196,3944,3549,89,3638,3748,89,3837,107,107,92,143,36,28
dev_0120,5,1,4506,174,4680,4315,90,4405,4506,90,4596,84,84,107,125,41,33
dev_0110,1,1,1038,159,1197,960,81,1041,1038,81,1119,78,78,0,99,21,13
dev_0110,2,1,1574,123,1697,1411,38,1449,1574,38,1612,85,85,78,113,28,20
dev_0110,3,1,2342,165,2507,2169,77,2246,2342,77,2419,88,88,85,119,31,23
dev_0110,4,1,2934,154,3088,2773,81,2854,2934,81,3015,73,73,88,107,34,26
dev_0110,5,1,3882,169,4051,3694,54,3748,3882,54,3936,115,115,73,159,44,36
dev_0110,6,1,4143,180,4323,3904,56,3960,4143,56,4199,124,124,115,170,46,38
dev_0110,7,1,4350,196,4546,4117,87,4204,4350,87,4437,109,109,124,154,45,37
dev_0110,8,1,4729,199,4928,4510,89,4599,4729,89,4818,110,110,109,151,41,33
dev_0110,9,1,5582,200,5782,5360,88,5448,5582,88,5670,112,112,110,155,43,35
dev_0122,1,1,1718,123,1841,1638,43,1681,1718,43,1761,80,80,0,113,33,25
dev_0122,2,1,2629,182,2811,2473,106,2579,2629,106,2735,76,76,80,122,46,38
dev_0122,3,1,3367,192,3559,3197,98,3295,3367,98,3465,94,94,76,135,41,33
dev_0122,4,1,3936,172,4108,3753,83,3836,3936,83,4019,89,89,94,131,42,34
dev_0122,5,1,4554,177,4731,4372,84,4456,4554,84,4638,93,93,89,127,34,26
dev_0111,1,1,889,116,1005,805,32,837,889,32,921,84,84,0,106,22,14
dev_0111,2,1,1292,124,1416,1126,42,1168,1292,42,1334,82,82,84,114,32,24
dev_0111,3,1,2135,143,2278,1958,48,2006,2135,48,2183,95,95,82,133,38,30
dev_0111,4,1,2495,136,2631,2316,52,2368,2495,52,2547,84,84,95,126,42,34
dev_0111,5,1,2990,162,3152,2796,52,2848,2990,52,3042,110,110,84,152,42,34
dev_0111,6,1,4031,181,4212,3823,83,3906,4031,83,4114,98,98,110,135,37,29
dev_0111,7,1,4932,163,5095,4746,75,4821,4932,75,5007,88,88,98,121,33,25
dev_0111,8,1,5171,173,5344,4998,88,5086,5171,88,5259,85,85,88,122,37,29
dev_0111,9,1,5496,161,5657,5322,72,5394,5496,72,5568,89,89,85,124,35,27
dev_0111,10,1,6061,187,6248,5875,90,5965,6061,90,6151,97,97,89,139,42,34
dev_0109,1,1,1024,107,1131,959,42,1001,1024,42,1066,65,65,0,97,32,24
dev_0109,2,1,1649,190,1839,1492,98,1590,1649,98,1747,92,92,65,132,40,32
dev_0109,3,1,2458,180,2638,2290,104,2394,2458,104,2562,76,76,92,114,38,30
dev_0109,4,1,3428,207,3635,3263,118,3381,3428,118,3546,89,89,76,138,49,41
dev_0109,5,1,4595,162,4757,4427,83,4510,4595,83,4678,79,79,89,115,36,28
dev_0109,6,1,5245,134,5379,5077,45,5122,5245,45,5290,89,89,79,124,35,27
dev_0109,7,1,6308,169,6477,6121,71,6192,6308,71,6379,98,98,89,134,36,28
dev_0109,8,1,7531,166,7697,7341,74,7415,7531,74,7605,92,92,98,123,31,23
dev_0109,9,1,7960,180,8140,7789,101,7890,7960,101,8061,79,79,92,113,34,26
dev_0109,10,1,8842,164,9006,8680,81,8761,8842,81,8923,83,83,79,115,32,24
dev_0124,1,1,1181,104,1285,1112,35,1147,1181,35,1216,69,69,0,94,25,17
dev_0124,2,1,2045,192,2237,1893,109,2002,2045,109,2154,83,83,69,113,30,22
dev_0124,3,1,2410,113,2523,2253,39,2292,2410,39,2449,74,74,83,103,29,21
dev_0124,4,1,3760,158,3918,3606,78,3684,3760,78,3838,80,80,74,115,35,27
dev_0124,5,1,4255,158,4413,4096,79,4175,4255,79,4334,79,79,80,114,35,27
dev_0124,6,1,4655,190,4845,4476,90,4566,4655,90,4745,100,100,79,135,35,27
dev_0108,1,1,1237,171,1408,1151,85,1236,1237,85,1322,86,86,0,106,20,12
dev_0108,2,1,1806,194,2000,1609,83,1692,1806,83,1889,111,111,86,146,35,27
dev_0108,3,1,2658,202,2860,2435,90,2525,2658,90,2748,112,112,111,144,32,24
dev_0108,4,1,3792,182,3974,3567,69,3636,3792,69,3861,113,113,112,144,31,23
dev_0108,5,1,4469,205,4674,4237,86,4323,4469,86,4555,119,119,113,149,30,22
dev_0108,6,1,4913,195,5108,4684,85,4769,4913,85,4998,110,110,119,140,30,22
dev_0108,7,1,5361,203,5564,5147,99,5246,5361,99,5460,104,104,110,139,35,27
dev_0108,8,1,5857,187,6044,5656,90,5746,5857,90,5947,97,97,104,136,39,31
dev_0108,9,1,6867,205,7072,6658,93,6751,6867,93,6960,112,112,97,159,47,39
dev_0102,1,2,1905,226,2131,1740,120,1860,1905,120,2025,106,106,59,66,19,11
dev_0102,2,1,1801,182,1983,1661,89,1750,1801,89,1890,93,93,47,123,30,22
dev_0102,3,1,2223,177,2400,2038,85,2123,2223,85,2308,92,92,93,126,34,26
dev_0102,4,1,3005,202,3207,2802,91,2893,3005,91,3096,111,111,92,153,42,34
dev_0102,5,1,3700,192,3892,3485,88,3573,3700,88,3788,104,104,111,151,47,39
dev_0102,6,1,4467,210,4677,4254,101,4355,4467,101,4568,109,109,104,156,47,39
dev_0102,7,1,4968,216,5184,4736,93,4829,4968,93,5061,123,123,109,170,47,39
dev_0102,8,1,5564,228,5792,5313,100,5413,5564,100,5664,128,128,123,176,48,40
dev_0102,9,1,6140,212,6352,5893,93,5986,6140,93,6233,119,119,128,164,45,37
dev_0102,10,1,6532,182,6714,6318,87,6405,6532,87,6619,95,95,119,134,39,31
dev_0127,1,1,1382,153,1535,1310,81,1391,1382,81,1463,72,72,0,97,25,17
dev_0127,2,1,3610,185,3795,3436,83,3519,3610,83,3693,102,102,72,133,31,23
dev_0127,3,1,4241,188,4429,4038,87,4125,4241,87,4328,101,101,102,136,35,27
dev_0127,4,1,4896,162,5058,4723,90,4813,4896,90,4986,72,72,101,102,30,22
dev_0127,5,1,6086,189,6275,5923,98,6021,6086,98,6184,91,91,72,130,39,31
dev_0119,1,1,1524,180,1704,1450,106,1556,1524,106,1630,74,74,0,105,31,23
dev_0119,2,1,2391,175,2566,2214,72,2286,2391,72,2463,103,103,74,132,29,21
dev_0119,3,1,3559,168,3727,3373,85,3458,3559,85,3644,83,83,103,115,32,24
dev_0119,4,1,4067,180,4247,3887,83,3970,4067,83,4150,97,97,83,124,27,19
dev_0119,5,1,5307,173,5480,5131,94,5225,5307,94,5401,79,79,97,119,40,32
dev_0119,6,1,5830,161,5991,5675,85,5760,5830,85,5915,76,76,79,109,33,25
dev_0119,7,1,6282,176,6458,6107,77,6184,6282,77,6359,99,99,76,125,26,18
dev_0119,8,1,6644,199,6843,6437,91,6528,6644,91,6735,108,108,99,143,35,27
dev_0119,9,1,7357,184,7541,7144,79,7223,7357,79,7436,105,105,108,136,31,23
dev_0118,1,1,1487,154,1641,1416,83,1499,1487,83,1570,71,71,0,98,27,19
dev_0118,2,1,2518,158,2676,2365,76,2441,2518,76,2594,82,82,71,112,30,22
dev_0118,3,1,3878,173,4051,3704,81,3785,3878,81,3959,92,92,82,128,36,28
dev_0118,4,1,4234,175,4409,4042,75,4117,4234,75,4309,100,100,92,136,36,28
dev_0118,5,1,4991,181,5172,4799,89,4888,4991,89,5080,92,92,100,127,35,27
dev_0118,6,1,5596,177,5773,5412,85,5497,5596,85,5681,92,92,92,129,37,29
dev_0118,7,1,6228,189,6417,6036,89,6125,6228,89,6317,100,100,92,135,35,27
dev_0118,8,1,6749,179,6928,6552,82,6634,6749,82,6831,97,97,100,132,35,27
dev_0118,9,1,7300,179,7479,7108,84,7192,7300,84,7384,95,95,97,128,33,25
dev_0118,10,1,7641,178,7819,7450,82,7532,7641,82,7723,96,96,95,129,33,25
dev_0128,1,1,1389,138,1527,1320,69,1389,1389,69,1458,69,69,0,98,29,21
dev_0128,2,1,2036,143,2179,1898,74,1972,2036,74,2110,69,69,69,94,25,17
dev_0128,3,1,3071,158,3229,2925,81,3006,3071,81,3152,77,77,69,107,30,22
dev_0128,4,1,4248,176,4424,4084,89,4173,4248,89,4337,87,87,77,113,26,18
dev_0128,5,1,4956,162,5118,4793,86,4879,4956,86,5042,76,76,87,109,33,25
dev_0128,6,1,5357,169,5526,5209,97,5306,5357,97,5454,72,72,76,110,38,30
dev_0128,7,1,6184,181,6365,6022,91,6113,6184,91,6275,90,90,72,128,38,30
dev_0128,8,1,6619,188,6807,6428,87,6515,6619,87,6706,101,101,90,139,38,30
dev_0135,1,1,1355,173,1528,1277,95,1372,1355,95,1450,78,78,0,108,30,22
dev_0135,2,1,2126,195,2321,1941,88,2029,2126,88,2214,107,107,78,138,31,23
dev_0135,3,1,3000,175,3175,2808,90,2898,3000,90,3090,85,85,107,120,35,27
dev_0135,4,1,3320,171,3491,3160,96,3256,3320,96,3416,75,75,85,110,35,27
dev_0135,5,1,3971,193,4164,3791,88,3879,3971,88,4059,105,105,75,145,40,32
dev_0135,6,1,5192,170,5362,5003,86,5089,5192,86,5278,84,84,105,123,39,31
dev_0130,1,3,3263,475,3738,2832,230,3062,3263,230,3493,245,245,186,70,11,2
dev_0130,2,1,1434,199,1633,1268,92,1360,1434,92,1526,107,107,59,138,31,23
dev_0130,3,1,1980,193,2173,1759,79,1838,1980,79,2059,114,114,107,144,30,22
dev_0130,4,1,2836,167,3003,2631,76,2707,2836,76,2912,91,91,114,122,31,23
dev_0130,5,1,3912,195,4107,3721,95,3816,3912,95,4007,100,100,91,138,38,30
dev_0130,6,1,4208,196,4404,3997,85,4082,4208,85,4293,111,111,100,142,31,23
dev_0133,1,2,2559,333,2892,2339,185,2524,2559,185,2744,148,148,72,105,29,21
dev_0133,2,1,1928,187,2115,1757,92,1849,1928,92,2020,95,95,76,125,30,22
dev_0133,3,1,2865,167,3032,2680,77,2757,2865,77,2942,90,90,95,120,30,22
dev_0133,4,1,3683,140,3823,3523,70,3593,3683,70,3753,70,70,90,105,35,27
dev_0133,5,1,4022,159,4181,3884,91,3975,4022,91,4113,68,68,70,103,35,27
dev_0133,6,1,4452,185,4637,4289,90,4379,4452,90,4542,95,95,68,135,40,32
dev_0133,7,1,5092,180,5272,4920,103,5023,5092,103,5195,77,77,95,117,40,32
dev_0138,1,1,1757,206,1963,1656,105,1761,1757,105,1862,101,101,0,134,33,25
dev_0138,2,1,2214,180,2394,2032,99,2131,2214,99,2313,81,81,101,112,31,23
dev_0138,3,1,2589,170,2759,2419,81,2500,2589,81,2670,89,89,81,121,32,24
dev_0138,4,1,3483,175,3658,3301,82,3383,3483,82,3565,93,93,89,130,37,29
dev_0138,5,1,4793,193,4986,4589,82,4671,4793,82,4875,111,111,93,149,38,30
dev_0138,6,1,5233,184,5417,5020,82,5102,5233,82,5315,102,102,111,138,36,28
dev_0126,1,1,1424,123,1547,1346,45,1391,1424,45,1469,78,78,0,113,35,27
dev_0126,2,1,1865,122,1987,1709,44,1753,1865,44,1909,78,78,78,112,34,26
dev_0126,3,1,3481,172,3653,3308,77,3385,3481,77,3558,95,95,78,129,34,26
dev_0126,4,1,4280,135,4415,4108,58,4166,4280,58,4338,77,77,95,125,48,40
dev_0126,5,1,4845,175,5020,4684,91,4775,4845,91,4936,84,84,77,132,48,40
dev_0126,6,1,5761,157,5918,5584,64,5648,5761,64,5825,93,93,84,147,54,46
dev_0126,7,1,6401,168,6569,6204,64,6268,6401,64,6465,104,104,93,158,54,46
dev_0126,8,1,7671,185,7856,7446,64,7510,7671,64,7735,121,121,104,175,54,46
dev_0126,9,1,8239,220,8459,7999,101,8100,8239,101,8340,119,119,121,166,47,39
dev_0126,10,1,8938,170,9108,8705,56,8761,8938,56,8994,114,114,119,160,46,38
dev_0131,1,1,1434,175,1609,1346,87,1433,1434,87,1521,88,88,0,115,27,19
dev_0131,2,1,2275,183,2458,2099,95,2194,2275,95,2370,88,88,88,130,42,34
dev_0131,3,1,2932,172,3104,2756,84,2840,2932,84,3016,88,88,88,128,40,32
dev_0131,4,1,3859,195,4054,3686,110,3796,3859,110,3969,85,85,88,125,40,32
dev_0131,5,1,4249,174,4423,4069,79,4148,4249,79,4328,95,95,85,134,39,31
dev_0131,6,1,4871,191,5062,4674,89,4763,4871,89,4960,102,102,95,145,43,35
dev_0131,7,1,5535,179,5714,5338,84,5422,5535,84,5619,95,95,102,138,43,35
dev_0131,8,1,6212,182,6394,6028,93,6121,6212,93,6305,89,89,95,120,31,23
dev_0139,1,1,1050,162,1212,971,83,1054,1050,83,1133,79,79,0,109,30,22
dev_0139,2,1,2159,193,2352,1982,95,2077,2159,95,2254,98,98,79,126,28,20
dev_0139,3,1,2527,193,2720,2324,88,2412,2527,88,2615,105,105,98,137,32,24
dev_0139,4,1,3025,165,3190,2832,77,2909,3025,77,3102,88,88,105,120,32,24
dev_0139,5,1,3904,158,4062,3739,81,3820,3904,81,3985,77,77,88,108,31,23
dev_0139,6,1,4986,150,5136,4844,85,4929,4986,85,5071,65,65,77,96,31,23
dev_0139,7,1,5781,181,5962,5624,89,5713,5781,89,5870,92,92,65,123,31,23
dev_0146,1,1,1323,106,1429,1255,38,1293,1323,38,1361,68,68,0,96,28,20
dev_0146,2,1,2976,183,3159,2800,75,2875,2976,75,3051,108,108,68,144,36,28
dev_0146,3,1,3659,177,3836,3450,76,3526,3659,76,3735,101,101,108,137,36,28
dev_0146,4,1,4690,193,4883,4490,94,4584,4690,94,4784,99,99,101,137,38,30
dev_0146,5,1,5452,203,5655,5237,87,5324,5452,87,5539,116,116,99,157,41,33
dev_0134,1,1,1212,175,1387,1129,92,1221,1212,92,1304,83,83,0,115,32,24
dev_0134,2,1,2485,165,2650,2325,88,2413,2485,88,2573,77,77,83,114,37,29
dev_0134,3,1,2849,145,2994,2687,60,2747,2849,60,2909,85,85,77,135,50,42
dev_0134,4,1,3179,136,3315,3007,49,3056,3179,49,3228,87,87,85,126,39,31
dev_0134,5,1,3801,151,3952,3613,50,3663,3801,50,3851,101,101,87,141,40,32
dev_0134,6,1,4574,205,4779,4370,102,4472,4574,102,4676,103,103,101,143,40,32
dev_0134,7,1,5009,187,5196,4807,88,4895,5009,88,5097,99,99,103,140,41,33
dev_0134,8,1,5703,191,5894,5495,82,5577,5703,82,5785,109,109,99,149,40,32
dev_0144,1,1,1257,130,1387,1163,36,1199,1257,36,1293,94,94,0,120,26,18
dev_0144,2,1,2083,172,2255,1889,72,1961,2083,72,2155,100,100,94,131,31,23
dev_0144,3,1,2726,180,2906,2527,81,2608,2726,81,2807,99,99,100,135,36,28
dev_0144,4,1,3525,210,3735,3311,95,3406,3525,95,3620,115,115,99,158,43,35
dev_0144,5,1,3970,193,4163,3760,98,3858,3970,98,4068,95,95,115,132,37,29
dev_0144,6,1,4281,167,4448,4099,80,4179,4281,80,4361,87,87,95,125,38,30
dev_0144,7,1,5188,178,5366,5011,88,5099,5188,88,5276,90,90,87,131,41,33
dev_0144,8,1,5996,186,6182,5802,82,5884,5996,82,6078,104,104,90,139,35,27
dev_0132,1,1,1532,163,1695,1448,79,1527,1532,79,1611,84,84,0,117,33,25
dev_0132,2,1,2176,178,2354,2002,88,2090,2176,88,2264,90,90,84,125,35,27
dev_0132,3,1,3081,174,3255,2900,83,2983,3081,83,3164,91,91,90,126,35,27
dev_0132,4,1,3414,165,3579,3237,79,3316,3414,79,3493,86,86,91,118,32,24
dev_0132,5,1,4246,161,4407,4082,83,4165,4246,83,4329,78,78,86,110,32,24
dev_0132,6,1,4472,181,4653,4307,94,4401,4472,94,4566,87,87,78,128,41,33
dev_0132,7,1,5386,198,5584,5198,97,5295,5386,97,5483,101,101,87,144,43,35
dev_0132,8,1,5983,211,6194,5780,109,5889,5983,109,6092,102,102,101,155,53,45
dev_0132,9,1,6929,171,7100,6746,90,6836,6929,90,7019,81,81,102,122,41,33
dev_0132,10,1,7229,189,7418,7053,94,7147,7229,94,7323,95,95,81,137,42,34
dev_0140,1,2,2251,299,2550,2005,134,2139,2251,134,2385,165,165,81,111,27,19
dev_0140,2,1,1589,140,1729,1403,38,1441,1589,38,1627,102,102,84,130,28,20
dev_0140,3,1,2349,123,2472,2167,43,2210,2349,43,2392,80,80,102,113,33,25
dev_0140,4,1,3075,136,3211,2930,71,3001,3075,71,3146,65,65,80,94,29,21
dev_0140,5,1,3564,173,3737,3410,84,3494,3564,84,3648,89,89,65,124,35,27
dev_0140,6,1,3938,146,4084,3755,52,3807,3938,52,3990,94,94,89,136,42,34
dev_0140,7,1,4604,156,4760,4406,52,4458,4604,52,4656,104,104,94,146,42,34
dev_0140,8,1,5077,214,5291,4867,108,4975,5077,108,5185,106,106,104,149,43,35
dev_0140,9,1,6348,164,6512,6171,93,6264,6348,93,6441,71,71,106,113,42,34
dev_0143,1,1,1019,110,1129,948,39,987,1019,39,1058,71,71,0,100,29,21
dev_0143,2,1,1943,198,2141,1766,92,1858,1943,92,2035,106,106,71,143,37,29
dev_0143,3,1,2475,138,2613,2272,41,2313,2475,41,2516,97,97,106,128,31,23
dev_0143,4,1,3449,181,3630,3247,76,3323,3449,76,3525,105,105,97,139,34,26
dev_0143,5,1,4275,178,4453,4076,84,4160,4275,84,4359,94,94,105,132,38,30
dev_0143,6,1,4786,169,4955,4606,83,4689,4786,83,4869,86,86,94,122,36,28
dev_0143,7,1,5312,173,5485,5132,79,5211,5312,79,5391,94,94,86,128,34,26
dev_0143,8,1,5957,172,6129,5770,79,5849,5957,79,6036,93,93,94,129,36,28
dev_0143,9,1,6403,170,6573,6225,85,6310,6403,85,6488,85,85,93,122,37,29
dev_0137,1,1,1506,157,1663,1426,77,1503,1506,77,1583,80,80,0,109,29,21
dev_0137,2,1,2174,185,2359,2003,94,2097,2174,94,2268,91,91,80,127,36,28
dev_0137,3,1,3478,175,3653,3305,93,3398,3478,93,3571,82,82,91,119,37,29
dev_0137,4,1,3885,178,4063,3717,92,3809,3885,92,3977,86,86,82,124,38,30
dev_0137,5,1,4481,190,4671,4304,99,4403,4481,99,4580,91,91,86,139,48,40
dev_0137,6,1,4956,203,5159,4757,95,4852,4956,95,5051,108,108,91,145,37,29
dev_0137,7,1,5570,194,5764,5353,85,5438,5570,85,5655,109,109,108,147,38,30
dev_0137,8,1,6201,213,6414,5989,110,6099,6201,110,6311,103,103,109,144,41,33
dev_0137,9,1,6872,191,7063,6670,92,6762,6872,92,6964,99,99,103,134,35,27
dev_0136,1,1,1318,187,1505,1221,90,1311,1318,90,1408,97,97,0,131,34,26
dev_0136,2,1,2072,160,2232,1890,75,1965,2072,75,2147,85,85,97,117,32,24
dev_0136,3,1,2747,165,2912,2583,86,2669,2747,86,2833,79,79,85,112,33,25
dev_0136,4,1,3688,193,3881,3516,100,3616,3688,100,3788,93,93,79,128,35,27
dev_0136,5,1,4319,194,4513,4127,95,4222,4319,95,4414,99,99,93,141,42,34
dev_0136,6,1,4794,187,4981,4591,83,4674,4794,83,4877,104,104,99,143,39,31
dev_0136,7,1,5075,190,5265,4869,88,4957,5075,88,5163,102,102,104,146,44,36
dev_0136,8,1,5307,184,5491,5101,80,5181,5307,80,5387,104,104,102,139,35,27
dev_0136,9,1,6152,151,6303,5946,49,5995,6152,49,6201,102,102,104,141,39,31
dev_0136,10,1,6661,205,6866,6444,90,6534,6661,90,6751,115,115,102,154,39,31
dev_0148,1,1,1303,154,1457,1208,59,1267,1303,59,1362,95,95,0,144,49,41
dev_0148,2,1,2122,182,2304,1948,103,2051,2122,103,2225,79,79,95,110,31,23
dev_0148,3,1,2513,137,2650,2338,41,2379,2513,41,2554,96,96,79,127,31,23
dev_0148,4,1,3211,164,3375,3020,69,3089,3211,69,3280,95,95,96,124,29,21
dev_0148,5,1,3903,147,4050,3705,44,3749,3903,44,3947,103,103,95,137,34,26
dev_0148,6,1,4521,172,4693,4320,74,4394,4521,74,4595,98,98,103,134,36,28
dev_0148,7,1,5186,183,5369,5002,97,5099,5186,97,5283,86,86,98,126,40,32
dev_0145,1,1,1207,144,1351,1112,49,1161,1207,49,1256,95,95,0,134,39,31
dev_0145,2,1,1507,131,1638,1318,37,1355,1507,37,1544,94,94,95,121,27,19
dev_0145,3,1,2018,135,2153,1827,38,1865,2018,38,2056,97,97,94,125,28,20
dev_0145,4,1,2562,161,2723,2353,49,2402,2562,49,2611,112,112,97,151,39,31
dev_0145,5,1,3692,175,3867,3489,84,3573,3692,84,3776,91,91,112,131,40,32
dev_0145,6,1,4277,188,4465,4083,85,4168,4277,85,4362,103,103,91,140,37,29
dev_0145,7,1,4765,203,4968,4559,100,4659,4765,100,4865,103,103,103,147,44,36
dev_0145,8,1,4870,155,5025,4683,71,4754,4870,71,4941,84,84,103,117,33,25
dev_0145,9,1,5693,172,5865,5524,87,5611,5693,87,5780,85,85,84,118,33,25
dev_0145,10,1,6425,165,6590,6229,54,6283,6425,54,6479,111,111,85,155,44,36
dev_0147,1,1,1325,178,1503,1229,82,1311,1325,82,1407,96,96,0,126,30,22
dev_0147,2,1,1716,126,1842,1532,38,1570,1716,38,1754,88,88,96,116,28,20
dev_0147,3,1,2167,111,2278,2004,36,2040,2167,36,2203,75,75,88,101,26,18
dev_0147,4,1,2813,124,2937,2655,41,2696,2813,41,2854,83,83,75,114,31,23
dev_0147,5,1,3522,120,3642,3361,42,3403,3522,42,3564,78,78,83,110,32,24
dev_0147,6,1,4373,137,4510,4201,43,4244,4373,43,4416,94,94,78,127,33,25
dev_0147,7,1,4900,143,5043,4708,45,4753,4900,45,4945,98,98,94,133,35,27
dev_0147,8,1,5931,150,6081,5735,52,5787,5931,52,5983,98,98,98,140,42,34
dev_0147,9,1,7045,149,7194,6850,52,6902,7045,52,7097,97,97,98,139,42,34
dev_0147,10,1,7406,135,7541,7226,52,7278,7406,52,7458,83,83,97,125,42,34
dev_0142,1,1,1322,137,1459,1225,40,1265,1322,40,1362,97,97,0,127,30,22
dev_0142,2,2,3811,338,4149,3352,168,3520,3811,168,3979,170,170,289,96,21,13
dev_0142,3,1,2428,163,2591,2268,78,2346,2428,78,2506,85,85,75,116,31,23
dev_0142,4,1,3509,177,3686,3336,89,3425,3509,89,3598,88,88,85,125,37,29
dev_0142,5,1,4058,177,4235,3873,80,3953,4058,80,4138,97,97,88,131,34,26
dev_0142,6,1,4352,187,4539,4158,90,4248,4352,90,4442,97,97,97,139,42,34
dev_0142,7,1,4649,146,4795,4460,54,4514,4649,54,4703,92,92,97,136,44,36
dev_0142,8,1,5200,218,5418,4992,102,5094,5200,102,5302,116,116,92,156,40,32
dev_0142,9,1,5698,164,5862,5470,52,5522,5698,52,5750,112,112,116,154,42,34
dev_0142,10,1,6358,184,6542,6148,86,6234,6358,86,6444,98,98,112,134,36,28
dev_0161,1,1,975,140,1115,875,40,915,975,40,1015,100,100,0,130,30,22
dev_0161,2,1,1609,113,1722,1430,34,1464,1609,34,1643,79,79,100,103,24,16
dev_0161,3,1,2284,137,2421,2112,44,2156,2284,44,2328,93,93,79,127,34,26
dev_0161,4,1,3089,170,3259,2915,89,3004,3089,89,3178,81,81,93,118,37,29
dev_0161,5,1,3491,160,3651,3331,81,3412,3491,81,3572,79,79,81,115,36,28
dev_0161,6,1,4078,180,4258,3909,90,3999,4078,90,4168,90,90,79,125,35,27
dev_0160,1,1,1105,130,1235,1022,47,1069,1105,47,1152,83,83,0,120,37,29
dev_0160,2,1,1892,181,2073,1719,91,1810,1892,91,1983,90,90,83,120,30,22
dev_0160,3,1,2210,171,2381,2023,74,2097,2210,74,2284,97,97,90,128,31,23
dev_0160,4,1,2557,187,2744,2357,84,2441,2557,84,2641,103,103,97,133,30,22
dev_0160,5,1,3553,169,3722,3362,81,3443,3553,81,3634,88,88,103,120,32,24
dev_0160,6,1,3714,179,3893,3528,81,3609,3714,81,3795,98,98,88,128,30,22
dev_0154,1,1,1409,126,1535,1331,48,1379,1409,48,1457,78,78,0,116,38,30
